session;group;item_no;type;condition;cond_name;sentence;is_question;question_type;np_in_question;question;corr_answ;target_np_gender;words_in_sentence;word_no_subject;word_no_distractor;word_no_critical
1;4;46;experimental;a;LoSyn/LoSem;Die Rentnerin glaubte, dass der Verkäufer, der von dem kulanten Umtausch erzählt hatte, sicherlich gern half, wenn Probleme aufträten.;no;;;;;masc;19;6;11;16
1;4;47;experimental;b;LoSyn/HiSem;Der Konzernchef wollte, dass der Biologe, der von dem vielversprechenden Bewerber gehört hatte, dennoch geduldig wartete, bevor weitere Schritte unternommen wurden.;no;;;;;masc;21;6;11;16
1;4;48;experimental;c;HiSyn/LoSem;Der Oppositionsführer behauptete, dass der Präsident, der gewusst hatte, dass das Gespräch gescheitert war, nur erneut kandidierte, um seine Immunität zu behalten.;no;;;;;masc;22;6;12;17
1;4;49;experimental;d;HiSyn/HiSem;Der Außenminister verurteilte, dass der Diktator, der gewusst hatte, dass der Funktionär unmenschlich war, weiterhin skrupellos regierte, obwohl es Proteste gab.;no;;;;;masc;21;6;12;17
1;4;50;experimental;a;LoSyn/LoSem;Der Anästhesist wusste, dass die Ärztin, die vor dem riskanten Fallschirmsprung gewarnt hatte, dennoch konzentriert operierte, weil es ihre Berufsehre verlangte.;no;;;;;fem;21;6;11;16
1;4;51;experimental;b;LoSyn/HiSem;Der Inhaber respektierte, dass der Personalchef, der an der ausreichenden Bewerberin gezweifelt hatte, letztendlich intuitiv entschied, weil er viel Erfahrung hatte.;no;;;;;masc;21;6;11;16
1;4;52;experimental;c;HiSyn/LoSem;Der Bruder berichtete, dass der Kranke, der gehört hatte, dass das Medikament alternativ war, zusätzlich regelmäßig meditierte, um die Schmerzen zu lindern.;no;;;;;masc;22;6;12;17
1;4;53;experimental;d;HiSyn/HiSem;Der Investor befürchtete, dass der Eigentümer, der erzählt hatte, dass der Unternehmer gut war, einfach voreilig verkaufte, bevor Gewinne maximiert wurden.;no;;;;;masc;21;6;12;17
1;4;54;experimental;a;LoSyn/LoSem;Der Auszubildende bemerkte, dass der Schreiner, der auf die pünktliche Lieferung gewartet hatte, laut ungehalten schimpfte, als der Termin verstrich.;no;;;;;masc;20;6;11;16
1;4;55;experimental;b;LoSyn/HiSem;Der Schneider erzählte, dass der Designer, der nach dem exklusiven Model verlangt hatte, oftmals gedankenlos einkaufte, ohne Preise zu beachten.;no;;;;;masc;20;6;11;16
1;4;56;experimental;c;HiSyn/LoSem;Der Nachrichtensprecher berichtete, dass die Ministerin, die gespottet hatte, dass der Beschluss umstritten war, plötzlich beharrlich schwieg, um ihre Partei zu schützen.;no;;;;;fem;22;6;12;17
1;4;57;experimental;d;HiSyn/HiSem;Der Angehörige hörte, dass die Suchtkranke, die gewusst hatte, dass der Therapeut renommiert war, weiter entschlossen durchhielt, um ihre Ehe zu retten.;no;;;;;fem;22;6;12;17
1;4;58;experimental;a;LoSyn/LoSem;Die Kita-Leiterin kritisierte, dass die Mutter, die über das lieblose Essen geschimpft hatte, zu spät kam, um ihr Kind abzuholen.;no;;;;;fem;20;6;11;16
1;4;59;experimental;b;LoSyn/HiSem;Der Direktor sagte, dass der Junge, der an den ungerechten Prüfer gedacht hatte, auffällig häufig nachfragte, um Unklarheiten zu klären.;no;;;;;masc;20;6;11;16
1;4;60;experimental;c;HiSyn/LoSem;Der Assistent hoffte, dass die Dichterin, die geträumt hatte, dass die Schreibblockade hartnäckig war, dennoch weiter schrieb, um das Werk zu vollenden.;no;;;;;fem;22;6;12;17
2;1;61;experimental;a;LoSyn/LoSem;Der Staatsanwalt hörte, dass der Schmuggler, der über das grausame Verbrechen ausgesagt hatte, einfach heimlich abtauchte, um der Bestrafung zu entgehen.;yes;main_verb;target;War es der Schmuggler, der einfach abtauchte?;j;masc;21;6;11;16
2;1;62;experimental;b;LoSyn/HiSem;Die Nachbarin glaubte, dass der Witwer, der von dem schrecklichen Einbrecher erzählt hatte, regelmäßig abends trank, um zu vergessen.;yes;main_verb;distractor;War es der Einbrecher, der regelmäßig trank?;f;masc;19;6;11;16
2;1;63;experimental;c;HiSyn/LoSem;Der Barkeeper bemerkte, dass der Gast, der geschwärmt hatte, dass das Lied außergewöhnlich war, sehr ausgelassen feierte, um die Stimmung anzuheizen.;yes;main_verb;target;War es der Gast, der ausgelassen feierte?;j;masc;21;6;12;17
2;1;64;experimental;d;HiSyn/HiSem;Die Assistentin erzählte, dass die Moderatorin, die geglaubt hatte, dass die Beraterin erfolgreich war, oft wochenlang fastete, um Gewicht zu verlieren.;yes;main_verb;distractor;War es die Beraterin, die wochenlang fastete?;f;fem;21;6;12;17
2;1;65;experimental;a;LoSyn/LoSem;Der Zooleiter erklärte, dass die Tierpflegerin, die über den unangemessenen Stall geschimpft hatte, enorm viel leistete, um das Nashorn zu pflegen.;yes;main_verb;target;War es die Tierpflegerin, die viel leistete?;j;fem;21;6;11;16
2;1;66;experimental;b;LoSyn/HiSem;Die Ehefrau hoffte, dass der Soldat, der von dem waghalsigen General gehört hatte, jetzt schnell zurückkam, um bei ihr zu sein.;yes;adj;target;War der Soldat waghalsig?;f;masc;21;6;11;16
2;1;67;experimental;c;HiSyn/LoSem;Die Trainerin vermutete, dass der Skifahrer, der gewusst hatte, dass die Route anspruchsvoll war, noch heimlich abkürzte, um die Konkurrenz zu überholen.;yes;adj;distractor;War die Route anspruchsvoll?;j;masc;22;6;12;17
2;1;68;experimental;d;HiSyn/HiSem;Der Kommissar bemerkte, dass die Zeugin, die ausgesagt hatte, dass der Flüchtige auffällig war, dauerhaft leicht zitterte, obwohl es nicht kalt war.;yes;adj;target;War die Zeugin auffällig?;f;fem;22;6;12;17
2;1;69;experimental;a;LoSyn/LoSem;Die Tante wusste, dass die Mutter, die über die einfallslose Klassenfahrt gelästert hatte, sehr motiviert nachdachte, um das Ferienprogramm interessant zu gestalten.;yes;adj;distractor;War die Klassenfahrt einfallslos?;j;fem;22;6;11;16
2;1;70;experimental;b;LoSyn/HiSem;Der Vorgesetzte befürchtete, dass die Polizistin, die von dem verdächtigen Mann berichtet hatte, einfach unüberlegt handelte, bevor Beweise vorlagen.;yes;adj;target;War die Polizistin verdächtig?;f;fem;19;6;11;16
2;1;71;experimental;c;HiSyn/LoSem;Die Verlobte unterstütze, dass der Sportler, der geträumt hatte, dass der Wettkampf großartig war, regelmäßig stundenlang joggte, um seine Ausdauer zu verbessern.;yes;relcl_verb;intro;War es die Verlobte, die davon geträumt hatte?;f;masc;22;6;12;17
2;1;72;experimental;d;HiSyn/HiSem;Der Arzt akzeptierte, dass der Veteran, der beklagt hatte, dass der Therapeut unkonventionell war, leider vorzeitig aufgab, ohne Fortschritte zu machen.;yes;relcl_verb;target;War es der Veteran, der das beklagt hatte?;j;masc;21;6;12;17
2;1;73;experimental;a;LoSyn/LoSem;Der Passagier hoffte, dass die Schaffnerin, die über den verspäteten Anschlusszug gewettert hatte, jetzt bald pfiff, damit der Zug abfahren konnte.;yes;relcl_verb;intro;War es der Passagier, der gewettert hatte?;f;fem;21;6;11;16
2;1;74;experimental;b;LoSyn/HiSem;Der Virologe bestätigte, dass die Laborantin, die vor dem unberechenbaren Pharmazeuten gewarnt hatte, leider schwer erkrankte, bevor ein Medikament gefunden wurde.;yes;relcl_verb;target;War es die Laborantin, die gewarnt hatte?;j;fem;21;6;11;16
2;1;75;experimental;c;HiSyn/LoSem;Der Seelsorger wusste, dass die Schülerin, die geträumt hatte, dass der Vorfall prägend war, grundsätzlich nie weinte, um keine Schwäche zu zeigen.;yes;relcl_verb;target;War es die Schülerin, die davon geträumt hatte?;j;fem;22;6;12;17
2;1;76;experimental;d;HiSyn/HiSem;Der Regierungssprecher verkündete, dass der Politiker, der geglaubt hatte, dass der Informant zwielichtig war, noch heute zurücktrat, um Schaden abzuwenden.;yes;intro_verb;target;Verkündete es der Politiker?;f;masc;20;6;12;17
2;1;77;experimental;a;LoSyn/LoSem;Der Gärtner tuschelte, dass der Liebhaber, der über die langweilige Ehe gespottet hatte, gelegentlich etwas prahlte, um Unsicherheit zu überspielen.;yes;intro_verb;intro;War es der Gärtner, der tuschelte?;j;masc;20;6;11;16
2;1;78;experimental;b;LoSyn/HiSem;Der Jugendliche sah, dass der Kumpel, der mit dem krassen Rapper geprahlt hatte, heimlich abends ausging, obwohl er Hausarrest hatte.;yes;intro_verb;target;Sah es der Kumpel?;f;masc;20;6;11;16
2;1;79;experimental;c;HiSyn/LoSem;Der Großvater berichtete, dass die Enkelin, die geschwärmt hatte, dass das Spiel geistreich war, immer gern redete, um zu erfahren, wie es ihm geht.;yes;intro_verb;intro;Berichtete es der Großvater?;j;fem;24;6;12;17
2;1;80;experimental;d;HiSyn/HiSem;Die Marktleiterin vermutete, dass die Kassiererin, die argumentiert hatte, dass die Aushilfe furchtbar war, weiter beharrlich kämpfte, weil sie etwas erreichen wollte.;yes;intro_verb;target;War es die Kassiererin, die das vermutete?;f;fem;22;6;12;17
2;1;81;experimental;a;LoSyn/LoSem;Der Anwalt bewies, dass die Angeklagte, die über die unglaubwürdige Aussage gejammert hatte, teilweise dreist log, um den Richter zu beeinflussen.;no;;;;;fem;21;6;11;16
2;1;82;experimental;b;LoSyn/HiSem;Der Redakteur vermutete, dass der Schauspieler, der über den unprofessionellen Fotografen geklagt hatte, weiter angestrengt lächelte, um keine Schlagzeilen zu provozieren.;no;;;;;masc;21;6;11;16
2;1;83;experimental;c;HiSyn/LoSem;Der Gerichtsdiener bestätigte, dass der Einbrecher, der erfahren hatte, dass das Gefängnis schrecklich war, stundenlang umfassend aussagte, um seinen Komplizen zu belasten.;no;;;;;masc;22;6;12;17
2;1;84;experimental;d;HiSyn/HiSem;Der Tontechniker sah, dass der Schlagzeuger, der gelästert hatte, dass der Gitarrist schwach war, gelegentlich abends kiffte, um zu entspannen.;no;;;;;masc;20;6;12;17
2;1;85;experimental;a;LoSyn/LoSem;Der Schichtleiter erzählte, dass die Angestellte, die an dem verbindlichen Termin gezweifelt hatte, stets offen kommunizierte, um Unklarheiten zu vermeiden.;no;;;;;fem;20;6;11;16
2;1;86;experimental;b;LoSyn/HiSem;Der Brautvater bestätigte, dass die Trauzeugin, die von der anspruchsvollen Schwiegermutter gewusst hatte, sehr pünktlich losfuhr, um alles vorzubereiten.;no;;;;;fem;19;6;11;16
2;1;87;experimental;c;HiSyn/LoSem;Der Teamleiter kritisierte, dass der Kurier, der gelästert hatte, dass die Übergabe kompliziert war, einfach kurzfristig kündigte, weil er einen besseren Job gefunden hatte.;no;;;;;masc;24;6;12;17
2;1;88;experimental;d;HiSyn/HiSem;Der Busfahrer befürchtete, dass der Kollege, der kalkuliert hatte, dass der Mechaniker günstig war, sehr risikoreich beschleunigte, um als Erster anzukommen.;no;;;;;masc;21;6;12;17
2;1;89;experimental;a;LoSyn/LoSem;Die Putzhilfe bemerkte, dass die Köchin, die über das alte Suppenhuhn gemeckert hatte, immer wieder nachsalzte, um das Gericht zu retten.;no;;;;;fem;21;6;11;16
2;1;90;experimental;b;LoSyn/HiSem;Der Matrose ertrug, dass der Kapitän, der auf den erfolgreichen Elektriker gehofft hatte, wiederholt laut fluchte, als die Maschine versagte.;no;;;;;masc;20;6;11;16
2;1;91;experimental;c;HiSyn/LoSem;Die Mandantin berichtete, dass die Anwältin, die gehofft hatte, dass das Urteil fair war, weiter unermüdlich arbeitete, um einen Freispruch zu erwirken.;no;;;;;fem;22;6;12;17
2;1;92;experimental;d;HiSyn/HiSem;Der Rektor wollte, dass die Referendarin, die berichtet hatte, dass der Schüler schlecht war, trotzdem weiter unterrichtete, um den Unterrichtsausfall zu kompensieren.;no;;;;;fem;22;6;12;17
2;1;93;experimental;a;LoSyn/LoSem;Der Lehrling beobachtete, dass der Friseur, der über die unmögliche Haarfarbe gelästert hatte, spät abends putzte, nachdem alle anderen gegangen waren.;no;;;;;masc;21;6;11;16
2;1;94;experimental;b;LoSyn/HiSem;Der Sozialarbeiter organisierte, dass der Obdachlose, der auf den zugänglichen Heimleiter gehofft hatte, erstmals langfristig unterkam, um sein Leben in den Griff zu bekommen.;no;;;;;masc;24;6;11;16
2;1;95;experimental;c;HiSyn/LoSem;Der Reporter beobachtete, dass die Leichtathletin, die berichtet hatte, dass die Kontrolle unfair war, weiter diszipliniert trainierte, um Anerkennung zu bekommen.;no;;;;;fem;21;6;12;17
2;1;96;experimental;d;HiSyn/HiSem;Der Ersthelfer bedauerte, dass die Schwerverletzte, die erzählt hatte, dass der Autofahrer gefährlich war, leider tragischerweise verstarb, bevor professionelle Hilfe eintraf.;no;;;;;fem;21;6;12;17
2;1;97;experimental;a;LoSyn/LoSem;Der Produzent erduldete, dass die Regisseurin, die über den katastrophalen Drehort gemeckert hatte, andauernd weiter lästerte, um ihrem Ärger Luft zu machen.;no;;;;;fem;22;6;11;16
2;1;98;experimental;b;LoSyn/HiSem;Der Manager wollte, dass der Sänger, der von dem gnadenlosen Kritiker gehört hatte, trotzdem wieder auftrat, um seine Angst zu überwinden.;no;;;;;masc;21;6;11;16
2;1;99;experimental;c;HiSyn/LoSem;Der IT-Spezialist entdeckte, dass die Kollegin, die gewusst hatte, dass die Software problematisch war, dennoch absichtlich schwieg, um keine Aufmerksamkeit auf sich zu lenken.;no;;;;;fem;24;6;12;17
2;1;100;experimental;d;HiSyn/HiSem;Die Hebamme veranlasste, dass der Lebensgefährte, der geglaubt hatte, dass der Assistenzarzt unkompliziert war, jetzt schnell eintraf, um Unterstützung zu zeigen.;no;;;;;masc;21;6;12;17
2;1;101;experimental;a;LoSyn/LoSem;Der Hauptmann befahl, dass der Rekrut, der über die unmenschliche Grundausbildung geflucht hatte, sofort vorzeitig abreiste, bevor Unruhe entstand.;no;;;;;masc;19;6;11;16
2;1;102;experimental;b;LoSyn/HiSem;Der Prüfer vermerkte, dass die Fahrschülerin, die über den schwierigen Fahrlehrer geschimpft hatte, mehrfach vorsichtig rangierte, um die Prüfung zu bestehen.;no;;;;;fem;21;6;11;16
2;1;103;experimental;c;HiSyn/LoSem;Der Befehlshaber würdigte, dass der Elitesoldat, der geglaubt hatte, dass die Strategie gut war, vollkommen lautlos tötete, um unbemerkt vorrücken zu können.;no;;;;;masc;22;6;12;17
2;1;104;experimental;d;HiSyn/HiSem;Der Fan kritisierte, dass der Fußballer, der spekuliert hatte, dass der Gegner schwach war, bewusst langsam lief, um Kräfte zu sparen.;no;;;;;masc;21;6;12;17
2;1;105;experimental;a;LoSyn/LoSem;Die Floristin hoffte, dass die Braut, die an der günstigen Blumenauswahl gezweifelt hatte, morgens rechtzeitig anreiste, um die Bouquets zu kontrollieren.;no;;;;;fem;21;6;11;16
2;1;106;experimental;b;LoSyn/HiSem;Der Winzer lobte, dass die Gräfin, die von dem unkomplizierten Handwerker erzählt hatte, enorm viel investierte, um den Gutshof zu retten.;no;;;;;fem;21;6;11;16
2;1;107;experimental;c;HiSyn/LoSem;Der Dirigent wusste, dass der Violinist, der gejammert hatte, dass das Stück kompliziert war, unbeschreiblich gefühlvoll spielte, weil seine Familie im Publikum saß.;no;;;;;masc;23;6;12;17
2;1;108;experimental;d;HiSyn/HiSem;Der Hausverwalter hörte, dass die Interessentin, die erfahren hatte, dass der Makler überteuert war, trotzdem nicht absagte, weil sie dringend eine Wohnung suchte.;no;;;;;fem;23;6;12;17
2;1;109;experimental;a;LoSyn/LoSem;Der Bräutigam wollte, dass die Planerin, die von dem verfügbaren Diamantring gehört hatte, noch einmal nachfragte, um den Ring pünktlich zu erhalten.;no;;;;;fem;22;6;11;16
2;1;110;experimental;b;LoSyn/HiSem;Der Mieter beanstandete, dass der Eigentümer, der von dem schludrigen Hausmeister gewusst hatte, schamlos weiter abkassierte, um seine Gewinne zu maximieren.;no;;;;;masc;21;6;11;16
2;1;111;experimental;c;HiSyn/LoSem;Der Pressesprecher sagte, dass der Naturschützer, der gehofft hatte, dass die Verhandlung erfolgreich war, weiterhin friedlich demonstrierte, um den Wald zu retten.;no;;;;;masc;22;6;12;17
2;1;112;experimental;d;HiSyn/HiSem;Der Geschäftsführer erlaubte, dass die Kundin, die gewettert hatte, dass der Verkäufer unangemessen war, ausnahmsweise kostenlos umbuchte, um die Situation zu entschärfen.;no;;;;;fem;22;6;12;17
2;1;113;experimental;a;LoSyn/LoSem;Der Kommentator beschrieb, dass die Läuferin, die von dem anspruchsvollen Training berichtet hatte, außergewöhnlich schnell aufholte, als das Rennen in die letzte Runde ging.;no;;;;;fem;24;6;11;16
2;1;114;experimental;b;LoSyn/HiSem;Die Leserin hörte, dass die Autorin, die von der fantastischen Lektorin geschwärmt hatte, wieder eifrig schrieb, um das Werk zu vollenden.;no;;;;;fem;21;6;11;16
2;1;115;experimental;c;HiSyn/LoSem;Der Kunde dachte, dass der Optiker, der gewarnt hatte, dass das Brillengestell teuer war, sehr ehrlich beriet, obwohl das seine Provision schmälerte.;no;;;;;masc;22;6;12;17
2;1;116;experimental;d;HiSyn/HiSem;Der Tourist bemerkte, dass der Taxifahrer, der genörgelt hatte, dass der Polizist unfair war, immer nervös zuckte, wenn eine Ampel rot wurde.;no;;;;;masc;22;6;12;17
2;1;117;experimental;a;LoSyn/LoSem;Der Chefarzt munkelte, dass der Patient, der über den schrecklichen Schmerz geklagt hatte, draußen heimlich rauchte, um zu entspannen.;no;;;;;masc;19;6;11;16
2;1;118;experimental;b;LoSyn/HiSem;Die Künstlerin vermutete, dass der Hersteller, der von dem ausgezeichneten Fachmann geschwärmt hatte, wahrscheinlich etwas übertrieb, um den Profit zu maximieren.;no;;;;;masc;21;6;11;16
2;1;119;experimental;c;HiSyn/LoSem;Der Abteilungsleiter bezweifelte, dass die Personalrätin, die argumentiert hatte, dass der Vertrag inakzeptabel war, noch zeitnah entschied, wie zu verfahren sei.;no;;;;;fem;21;6;12;17
2;1;120;experimental;d;HiSyn/HiSem;Das Opfer glaubte, dass die Kommissarin, die erfahren hatte, dass der Anrufer anonym war, weiter akribisch ermittelte, um eine Spur zu finden.;no;;;;;fem;22;6;12;17
2;2;61;experimental;b;LoSyn/HiSem;Der Staatsanwalt hörte, dass der Schmuggler, der über den grausamen Drogenhändler ausgesagt hatte, einfach heimlich abtauchte, um der Bestrafung zu entgehen.;yes;main_verb;distractor;War es der Drogenhändler, der einfach abtauchte?;f;masc;21;6;11;16
2;2;62;experimental;c;HiSyn/LoSem;Die Nachbarin glaubte, dass der Witwer, der erzählt hatte, dass der Verlust schrecklich war, regelmäßig abends trank, um zu vergessen.;yes;main_verb;target;War es der Witwer, der regelmäßig trank?;j;masc;20;6;12;17
2;2;63;experimental;d;HiSyn/HiSem;Der Barkeeper bemerkte, dass der Gast, der geschwärmt hatte, dass der Musiker außergewöhnlich war, sehr ausgelassen feierte, um die Stimmung anzuheizen.;yes;main_verb;distractor;War es der Musiker, der ausgelassen feierte?;f;masc;21;6;12;17
2;2;64;experimental;a;LoSyn/LoSem;Die Assistentin erzählte, dass die Moderatorin, die an die erfolgreiche Sendung geglaubt hatte, oft wochenlang fastete, um Gewicht zu verlieren.;yes;main_verb;target;War es die Moderatorin, die wochenlang fastete?;j;fem;20;6;11;16
2;2;65;experimental;b;LoSyn/HiSem;Der Zooleiter erklärte, dass die Tierpflegerin, die über den unangemessenen Tierarzt geschimpft hatte, enorm viel leistete, um das Nashorn zu pflegen.;yes;main_verb;distractor;War es der Tierarzt, der viel leistete?;f;fem;21;6;11;16
2;2;66;experimental;c;HiSyn/LoSem;Die Ehefrau hoffte, dass der Soldat, der gehört hatte, dass der Einsatz waghalsig war, jetzt schnell zurückkam, um bei ihr zu sein.;yes;adj;distractor;War der Einsatz waghalsig?;j;masc;22;6;12;17
2;2;67;experimental;d;HiSyn/HiSem;Die Trainerin vermutete, dass der Skifahrer, der gewusst hatte, dass der Sponsor anspruchsvoll war, noch heimlich abkürzte, um die Konkurrenz zu überholen.;yes;adj;target;War der Skifahrer anspruchsvoll?;f;masc;22;6;12;17
2;2;68;experimental;a;LoSyn/LoSem;Der Kommissar bemerkte, dass die Zeugin, die über den auffälligen Fluchtwagen ausgesagt hatte, dauerhaft leicht zitterte, obwohl es nicht kalt war.;yes;adj;distractor;War der Fluchtwagen auffällig?;j;fem;21;6;11;16
2;2;69;experimental;b;LoSyn/HiSem;Die Tante wusste, dass die Mutter, die über den einfallslosen Lehrer gelästert hatte, sehr motiviert nachdachte, um das Ferienprogramm interessant zu gestalten.;yes;adj;target;War die Mutter einfallslos?;f;fem;22;6;11;16
2;2;70;experimental;c;HiSyn/LoSem;Der Vorgesetzte befürchtete, dass die Polizistin, die berichtet hatte, dass der Wagen verdächtig war, einfach unüberlegt handelte, bevor Beweise vorlagen.;yes;adj;distractor;War der Wagen verdächtig?;j;fem;20;6;12;17
2;2;71;experimental;d;HiSyn/HiSem;Die Verlobte unterstütze, dass der Sportler, der geträumt hatte, dass der Coach großartig war, regelmäßig stundenlang joggte, um seine Ausdauer zu verbessern.;yes;relcl_verb;target;War es der Sportler, der von ihm geträumt hatte?;j;masc;22;6;12;17
2;2;72;experimental;a;LoSyn/LoSem;Der Arzt akzeptierte, dass der Veteran, der über die unkonventionelle Therapie geklagt hatte, leider vorzeitig aufgab, ohne Fortschritte zu machen.;yes;relcl_verb;intro;War es der Arzt, der darüber geklagt hatte?;f;masc;20;6;11;16
2;2;73;experimental;b;LoSyn/HiSem;Der Passagier hoffte, dass die Schaffnerin, die über den verspäteten Zugführer gewettert hatte, jetzt bald pfiff, damit der Zug abfahren konnte.;yes;relcl_verb;target;War es die Schaffnerin, die gewettert hatte?;j;fem;21;6;11;16
2;2;74;experimental;c;HiSyn/LoSem;Der Virologe bestätigte, dass die Laborantin, die gewarnt hatte, dass das Virus unberechenbar war, leider schwer erkrankte, bevor ein Medikament gefunden wurde.;yes;relcl_verb;intro;War es der Virologe, der gewarnt hatte?;f;fem;22;6;12;17
2;2;75;experimental;d;HiSyn/HiSem;Der Seelsorger wusste, dass die Schülerin, die geträumt hatte, dass der Vater prägend war, grundsätzlich nie weinte, um keine Schwäche zu zeigen.;yes;relcl_verb;intro;War es der Seelsorger, der von ihm geträumt hatte?;f;fem;22;6;12;17
2;2;76;experimental;a;LoSyn/LoSem;Der Regierungssprecher verkündete, dass der Politiker, der an den zwielichtigen Bericht geglaubt hatte, noch heute zurücktrat, um Schaden abzuwenden.;yes;intro_verb;intro;Verkündete es der Regierungssprecher?;j;masc;19;6;11;16
2;2;77;experimental;b;LoSyn/HiSem;Der Gärtner tuschelte, dass der Liebhaber, der über den langweiligen Ehemann gespottet hatte, gelegentlich etwas prahlte, um Unsicherheit zu überspielen.;yes;intro_verb;target;War es der Liebhaber, der tuschelte?;f;masc;20;6;11;16
2;2;78;experimental;c;HiSyn/LoSem;Der Jugendliche sah, dass der Kumpel, der geprahlt hatte, dass der Auftritt krass war, heimlich abends ausging, obwohl er Hausarrest hatte.;yes;intro_verb;intro;Sah es der Jugendliche?;j;masc;21;6;12;17
2;2;79;experimental;d;HiSyn/HiSem;Der Großvater berichtete, dass die Enkelin, die geschwärmt hatte, dass die Mentorin geistreich war, immer gern redete, um zu erfahren, wie es ihm geht.;yes;intro_verb;target;Berichtete es die Enkelin?;f;fem;24;6;12;17
2;2;80;experimental;a;LoSyn/LoSem;Die Marktleiterin vermutete, dass die Kassiererin, die gegen die furchtbare Schichtarbeit argumentiert hatte, weiter beharrlich kämpfte, weil sie etwas erreichen wollte.;yes;intro_verb;intro;War es die Marktleiterin, die das vermutete?;j;fem;21;6;11;16
2;2;81;experimental;b;LoSyn/HiSem;Der Anwalt bewies, dass die Angeklagte, die über den unglaubwürdigen Zeugen gejammert hatte, teilweise dreist log, um den Richter zu beeinflussen.;no;;;;;fem;21;6;11;16
2;2;82;experimental;c;HiSyn/LoSem;Der Redakteur vermutete, dass der Schauspieler, der beklagt hatte, dass das Interview unprofessionell war, weiter angestrengt lächelte, um keine Schlagzeilen zu provozieren.;no;;;;;masc;22;6;12;17
2;2;83;experimental;d;HiSyn/HiSem;Der Gerichtsdiener bestätigte, dass der Einbrecher, der erfahren hatte, dass der Strafverteidiger schrecklich war, stundenlang umfassend aussagte, um seinen Komplizen zu belasten.;no;;;;;masc;22;6;12;17
2;2;84;experimental;a;LoSyn/LoSem;Der Tontechniker sah, dass der Schlagzeuger, der über den schwachen Text gelästert hatte, gelegentlich abends kiffte, um zu entspannen.;no;;;;;masc;19;6;11;16
2;2;85;experimental;b;LoSyn/HiSem;Der Schichtleiter erzählte, dass die Angestellte, die an dem verbindlichen Ansprechpartner gezweifelt hatte, stets offen kommunizierte, um Unklarheiten zu vermeiden.;no;;;;;fem;20;6;11;16
2;2;86;experimental;c;HiSyn/LoSem;Der Brautvater bestätigte, dass die Trauzeugin, die gewusst hatte, dass die Planung anspruchsvoll war, sehr pünktlich losfuhr, um alles vorzubereiten.;no;;;;;fem;20;6;12;17
2;2;87;experimental;d;HiSyn/HiSem;Der Teamleiter kritisierte, dass der Kurier, der gelästert hatte, dass der Auftraggeber kompliziert war, einfach kurzfristig kündigte, weil er einen besseren Job gefunden hatte.;no;;;;;masc;24;6;12;17
2;2;88;experimental;a;LoSyn/LoSem;Der Busfahrer befürchtete, dass der Kollege, der mit dem günstigen Ersatzteil kalkuliert hatte, sehr risikoreich beschleunigte, um als Erster anzukommen.;no;;;;;masc;20;6;11;16
2;2;89;experimental;b;LoSyn/HiSem;Die Putzhilfe bemerkte, dass die Köchin, die über die alte Chefin gemeckert hatte, immer wieder nachsalzte, um das Gericht zu retten.;no;;;;;fem;21;6;11;16
2;2;90;experimental;c;HiSyn/LoSem;Der Matrose ertrug, dass der Kapitän, der gehofft hatte, dass die Reparatur erfolgreich war, wiederholt laut fluchte, als die Maschine versagte.;no;;;;;masc;21;6;12;17
2;2;91;experimental;d;HiSyn/HiSem;Die Mandantin berichtete, dass die Anwältin, die gehofft hatte, dass die Richterin fair war, weiter unermüdlich arbeitete, um einen Freispruch zu erwirken.;no;;;;;fem;22;6;12;17
2;2;92;experimental;a;LoSyn/LoSem;Der Rektor wollte, dass die Referendarin, die von dem schlechten Plan berichtet hatte, trotzdem weiter unterrichtete, um den Unterrichtsausfall zu kompensieren.;no;;;;;fem;21;6;11;16
2;2;93;experimental;b;LoSyn/HiSem;Der Lehrling beobachtete, dass der Friseur, der über den unmöglichen Nachbarn gelästert hatte, spät abends putzte, nachdem alle anderen gegangen waren.;no;;;;;masc;21;6;11;16
2;2;94;experimental;c;HiSyn/LoSem;Der Sozialarbeiter organisierte, dass der Obdachlose, der gehofft hatte, dass die Unterkunft zugänglich war, erstmals langfristig unterkam, um sein Leben in den Griff zu bekommen.;no;;;;;masc;25;6;12;17
2;2;95;experimental;d;HiSyn/HiSem;Der Reporter beobachtete, dass die Leichtathletin, die berichtet hatte, dass die Kontrahentin unfair war, weiter diszipliniert trainierte, um Anerkennung zu bekommen.;no;;;;;fem;21;6;12;17
2;2;96;experimental;a;LoSyn/LoSem;Der Ersthelfer bedauerte, dass die Schwerverletzte, die von der gefährlichen Kreuzung erzählt hatte, leider tragischerweise verstarb, bevor professionelle Hilfe eintraf.;no;;;;;fem;20;6;11;16
2;2;97;experimental;b;LoSyn/HiSem;Der Produzent erduldete, dass die Regisseurin, die über den katastrophalen Assistenten gemeckert hatte, andauernd weiter lästerte, um ihrem Ärger Luft zu machen.;no;;;;;fem;22;6;11;16
2;2;98;experimental;c;HiSyn/LoSem;Der Manager wollte, dass der Sänger, der gehört hatte, dass die Kritik gnadenlos war, trotzdem wieder auftrat, um seine Angst zu überwinden.;no;;;;;masc;22;6;12;17
2;2;99;experimental;d;HiSyn/HiSem;Der IT-Spezialist entdeckte, dass die Kollegin, die gewusst hatte, dass der Firmenchef problematisch war, dennoch absichtlich schwieg, um keine Aufmerksamkeit auf sich zu lenken.;no;;;;;fem;24;6;12;17
